sp,include_bio1,include_bio12,include_bio4,include_bio15,mass_mean,bio1_mean,bio1_breadth,bio12_mean,bio12_breadth,bio4_mean,bio4_breadth,bio15_mean,bio15_breadth,n_row,partial_r2_bio1_2yr,partial_r2_bio4_2yr,partial_r2_bio12_2yr,partial_r2_bio15_2yr,partial_r2_bio1_bio4,partial_r2_bio12_bio15,r.squared,adj.r.squared,r.squared.bio1,adj.r.squared.bio1,p.value,df,df.residual,AIC,(Intercept)_estimate,(Intercept)_p.value,seasonFall_estimate,seasonFall_p.value,seasonSummer_estimate,seasonSummer_p.value,seasonWinter_estimate,seasonWinter_p.value,sexF_estimate,sexF_p.value,bio1_2yr_estimate,bio1_2yr_p.value,bio12_2yr_estimate,bio12_2yr_p.value,bio15_2yr_estimate,bio15_2yr_p.value,bio4_2yr_estimate,bio4_2yr_p.value,habitat_axis1,habitat_axis2,trophic_axis1,trophic_axis2,taxa,p.value.adj
Baeolophus_bicolor,Y,N,N,N,20.506632651115,134.315620445836,149,1118.71604145301,787,8321.27981864306,5500,23.4134506396071,39,196,0.3690402708047419,NA,NA,NA,NA,NA,0.5171713136719165,0.49919364981927516,0.5110444987119179,0.49817724867802105,1.0059410800677686e-26,8,188,-402.1875709024954,1.0149438414671825,1.1045132902966237e-141,-0.027587962142827428,0.2454718660265096,-0.045029407555737214,0.017131048261719985,0.04534970658524691,0.006321526149163409,-0.08137590773113801,1.9072150084817524e-9,-0.06871661796587782,4.866660381444269e-15,0.011702577149155359,NA,0.012565091810881843,NA,NA,NA,0.22758478730465484,-0.0947309854762994,0.016670550942256238,-0.16605485235243775,birds,3.604622203576171e-26
Baeolophus_inornatus,Y,Y,Y,Y,16.0316373239437,132.894870349493,118,641.342277339346,1288,5603.0266065389,4379,79.1616685456595,42,568,0.14725113591236705,0.1457477267647761,0.11529973197655752,0.11487829720377907,0.269821764051289,0.22885374386727964,0.20493405967952724,0.19355565624023596,0.16022853240150384,0.15275725599938195,4.852223039222184e-24,9,559,-1409.020010889062,1.0266975644166083,0,-0.008128609514606663,0.30073862999063966,-0.02859488577114542,2.0187991437560228e-4,0.008485343109501765,0.3640935673209691,-0.05368721626218679,4.0024082147525375e-18,-0.018496998550158256,1.4738359096773635e-6,-0.004781250043586737,0.10433579508495562,0.005881927743046213,0.12352856375329158,-0.016198927812078382,2.459243014455242e-6,0.40216440933883013,-0.028113821144719282,0.08746524371422815,-0.11118380941135654,birds,1.604966082204261e-23
Baeolophus_ridgwayi,Y,Y,N,Y,16.1863636363636,94.8876601671309,132,336.268272980501,404,7974.05662952646,3041,40.1192479108635,62,528,0.17330858639828417,NA,0.1262120610731291,0.1276488273648151,NA,0.2530148543373616,0.24540845011649326,0.23525048694498452,0.24236289610472686,0.23510583572258814,1.6435800013359533e-28,8,520,-1340.9458547189863,1.0309813613709273,0,-0.001967699285982249,0.8301407858957786,-0.02552475352498507,0.006989782840668852,0.0028634518373253956,0.828804444805849,-0.06283740883350293,2.5331633562036933e-23,-0.021971524267797037,5.5807174434134826e-8,-0.0028321363910959892,0.3961054482522247,-0.004340714897068939,0.20947760918183156,NA,NA,0.1993598560365144,0.08331240098389409,0.08746524371422815,-0.11118380941135654,birds,6.01480340914434e-28
Baiomys_taylori,Y,Y,N,Y,7.88089887640449,188.353298859237,120,733.02004781332,1143,4992.41350726295,6751,73.324870722137,92,178,0.15395900954635133,NA,0.16582837088909497,0.17469533545835902,NA,0.3006475221271173,0.16871996804665346,0.13449079026033917,0.10851817403822424,0.08260300467887027,4.298938283316917e-5,8,170,-39.64801889576789,0.922377024080078,1.6006876173927922e-55,0.055879408379866706,0.31032541156387206,0.06373681240828213,0.2033377771494954,-0.07430172492750306,0.15258946943956847,0.0638425292967101,0.04783041659154722,-0.07759462881740456,0.016918805885487977,0.11968499710561767,0.00442740623694825,0.08048399960932046,0.001642878289379308,NA,NA,0.13314926480293032,0.009886325281750737,-0.3214908863048843,0.2777670143612248,mammals,5.5180401845560425e-5
Blarina_brevicauda,Y,Y,N,Y,17.8732971516418,79.1128961460803,125,954.287941460493,822,9795.26049977536,5065,25.945756970157,48,737,0.13613880188644756,NA,0.1343843395907619,0.1275132667186658,NA,0.26410655268319694,0.11422754265840424,0.10572218298571412,0.09724791621877002,0.09107314136390532,2.2613651596716965e-16,8,729,-158.381181244271,1.0883608763762944,5.493228335946638e-232,-0.06458439940245041,0.01190961505334755,-0.08973531552836612,5.51099901082886e-4,-0.21845013211913725,1.0009824734431565e-6,-0.09294692168222277,1.7911228670251358e-8,0.024997652377123036,0.002250155334981386,-0.024147652529556855,0.005067083716335995,0.01271210693104716,0.14773474868516984,NA,NA,0.13314926480293024,0.009886325281750631,0.12804997480255884,0.24840141603617225,mammals,5.256146046804484e-16
Bombycilla_garrulus,Y,Y,N,Y,58.003137254902,19.7916735388461,179,592.545304747122,1245,10697.7282455056,10103,42.7802207626655,60,204,0.13731677708345214,NA,0.13872709079498802,0.12541167567437395,NA,0.2619908381592734,0.24738535371917006,0.22050625920914035,0.23515721227260108,0.21584300046130311,7.885262284614899e-10,8,196,-270.69310602890897,1.0034682797733194,1.175614296621151e-99,0.007507654729847359,0.8291540730726958,-0.11691907428166344,0.0015243491636216086,0.022104234656046842,0.40007876321596714,-0.01618140007170282,0.3568496646373659,0.023033391372303227,0.09595683269161462,-0.015786110040292754,0.07870912790282832,-0.0027742589093537767,0.7616472117508204,NA,NA,0.38333547357704856,0.16799119312722482,-0.09020987760188545,-0.048704145820444196,birds,1.3428367454987748e-9
Buteo_jamaicensis,Y,Y,N,Y,971.756582107772,107.958448693352,249,795.371676897489,1825,7976.49973002883,11468,45.1089777219539,94,670,0.1252708804954099,NA,0.12617453165962622,0.14240140566953785,NA,0.27452696268309595,0.26922558732218155,0.26149836543586025,0.2445193944968778,0.23883053451567948,1.9062713972373534e-41,8,662,-95.91030120101645,0.7873251423898896,1.1243440647923547e-146,0.06207100544935704,0.023343272451099968,-0.022652931289733103,0.43502202517491106,0.08628061334099865,7.465141919074249e-4,0.23860205861953546,1.254161450775663e-37,0.005230749938575204,0.6508601420189026,0.00970063855443539,0.3458725139433162,-0.0457870989073071,2.671020950802557e-4,NA,NA,0.4358782797499435,-0.3663270125806033,-0.23060950999390592,0.6731640832342004,birds,1.3661611680201034e-40
Callipepla_californica,Y,Y,Y,Y,168.402384769539,105.924268591313,171,536.084160329939,1816,6692.29744812476,5844,51.4036216007217,76,499,0.12132377614433054,0.11374616780431146,0.12327151884439569,0.12365232117400748,0.23796098968896973,0.2419117924254246,0.12802331761023902,0.11378696361203888,0.10051110628964297,0.0913885008767591,1.5206518257033145e-11,9,490,-476.1186822419697,1.001679571369615,3.312386946918008e-247,-0.037257232912458124,0.056693334125979156,-0.0495077071906474,0.021600044061770348,0.03886798537931835,0.03520732843475561,-0.023597996288678882,0.08804941360561239,-0.020515390254418463,0.017390270303387245,0.01937588708387704,0.009412549819338733,-0.022745998861467984,0.008356274838977483,0.010603922560693174,0.22800733666841078,-0.5348129993609528,-0.17304523217924186,-0.6189934525392673,-0.21428495121737004,birds,2.8741990551754954e-11
Callospermophilus_lateralis,Y,Y,N,Y,174.664979973298,48.2822711300945,119,528.378216592674,1091,7691.0740947251,3441,34.7730763565973,62,749,0.12534682630817273,NA,0.14563806365149323,0.12588201855230619,NA,0.2681278529414334,0.051514638746477756,0.04255458810035817,0.02802146003348835,0.021480554650133654,1.6964212750360853e-6,8,741,-172.5458125648598,0.9434651202038905,3.0262211271504062e-245,-0.12441686796674344,0.005422753151640142,-0.015135888969093726,0.4087309022811142,-0.388051751337537,0.08187395314082345,0.0748745829459006,6.441763276295616e-6,0.005165118103142323,0.5879402889030676,0.04261202940092294,2.6204825791564377e-5,-0.008120445600982155,0.3874860594592757,NA,NA,0.13314926480293038,0.009886325281750832,-0.1782246637022025,-0.05971553048317315,mammals,2.4727496551373446e-6
Campylorhynchus_brunneicapillus,Y,Y,Y,Y,38.9345514950166,183.700540121267,127,379.529479648496,676,5980.77398147885,5747,70.297208585185,80,301,0.13246520796869343,0.13045289452461295,0.12004554915023757,0.13816638763532796,0.2754780085964915,0.25441756340727717,0.2744872517068148,0.2546101901097412,0.22688065733063192,0.21377693965826972,5.320856943304679e-17,9,292,-505.5359882968329,1.0143654772922222,2.1274924795584197e-224,0.015402739411215064,0.3788094396309305,0.007666904049463236,0.6755974008241706,0.06766392833606494,2.764879461382884e-4,-0.10297372637411821,5.649235944191141e-15,-0.018277812822447947,0.007758744400428721,-0.012219583563639072,0.08615596137201142,0.018850148673908218,0.002684589949285957,0.01742986270017944,0.011329088036128148,-0.23675368804189528,0.32841339365818,0.21899221289931706,0.061054865995116975,birds,1.2889963299273305e-16
Carduelis_flammea,Y,Y,Y,Y,13.064334900368,42.4839758309757,167,717.655510133111,1126,10200.8067101739,7639,38.169031972739,57,639,0.11377907462849601,0.11535060248395257,0.11841682191948211,0.11114228624271294,0.22623757462607752,0.2300571507002701,0.05807803794497356,0.04611712414110025,0.04222827148168205,0.0346629339736384,7.94585864839824e-6,9,630,-1026.7424396182746,1.0063719264199544,0,-0.01951006233668248,0.48622265511277885,-0.004383482335154493,0.795546261235651,0.0206951129138434,0.10166605047662274,-0.039571386301356704,8.725144615206466e-6,0.019990664222509252,0.168947170929238,-0.022129703168646295,0.022649396097658682,8.096919410690952e-4,0.8818791701591371,0.015166809428295649,0.08277581425533145,-0.5348129993609532,-0.17304523217924153,-0.3043171437614514,-0.19483452014504707,birds,1.0846727678765852e-5
Catharus_guttatus,Y,Y,Y,Y,26.5497886821243,81.7750055394998,237,766.483755121091,1554,8797.37275650244,10844,41.6987666951106,87,1325,0.11209860936742144,0.128024616218825,0.1269982932770355,0.19609373067718494,0.24161376166478798,0.2980372760038599,0.3270213063036986,0.32293025041496737,0.12629196520721112,0.12297995597751898,1.1301802889060038e-107,9,1316,-1722.3310281730433,0.983086004867101,0,0.028578367941383107,0.004333923311661376,0.002090760441770305,0.8585706407324196,0.03779857231222409,0.004984865432755222,-0.02472012406292824,6.404357081087064e-4,-0.006630326655763337,0.22657274079716377,-0.021309875566378898,1.1114653988249854e-6,-0.06600821414446201,1.356589339263667e-30,0.028633945965575832,4.978447360996492e-7,-0.23675368804189528,0.3284133936581801,0.2808322688486673,-0.028277887543811678,birds,4.859775242295816e-106
Certhia_americana,Y,Y,Y,Y,7.8570576915741,81.3814825915536,198,836.472549407359,1581,8748.26434945433,9493,37.3600541966901,78,520,0.12377101179953898,0.13442833653623376,0.11213438877816118,0.16450242587259345,0.24622282323094435,0.27019186736091894,0.10173387040177516,0.08767099557440572,0.0367643536781048,0.027394357118553314,4.141041467973532e-9,9,511,-844.4926936553261,1.002933473910413,8e-322,-8.925224606987689e-4,0.9500198350217018,-0.02568759326062503,0.04155678058669456,0.02908751426375067,0.12788103548024365,-6.528331909397713e-4,0.9479655559393998,-0.015276495042640156,0.006807674821106576,-0.004061987716846575,0.44318578847476453,-0.03231187427180719,1.87199762480081e-8,-0.022873665898863492,2.2980688354053017e-4,0.302285580135662,-0.0032296566286033083,0.10698024557786083,-0.1324972157859233,birds,6.91513720865483e-9
Chaetodipus_baileyi,Y,Y,Y,Y,26.6427823050058,202.50014933397,106,283.076817394421,461,6449.35314497342,3075,74.2353503374948,69,859,0.1160436287736819,0.11292974942365397,0.1567263065550487,0.11155483908118591,0.22880550788591658,0.27151643384572055,0.18259200558956298,0.17489875387746467,0.12364884293434494,0.1185119662809706,4.9872478583336326e-33,9,850,-37.187682190095494,1.049924865758457,6.325499292823391e-243,-0.043751228690794876,0.06796312546381558,-0.11424753848800108,1.429446545887662e-4,-0.03858770586601929,0.2657674236752122,-0.09655262522824609,6.95427661658508e-9,-0.021846108413405875,0.029691334349086062,0.07301554322509313,2.2359793781254725e-11,-0.007181413953472264,0.5148629814622822,0.01580733774658762,0.18716026633561172,0.13314926480293032,0.009886325281750714,-0.10914187097102432,-0.3418644869898757,mammals,2.2573858727194337e-32
Chaetodipus_formosus,Y,Y,N,Y,16.3496659242762,153.87114060761,140,185.771919699905,302,7483.72888412548,4661,44.1709056432664,63,449,0.12696800298674948,NA,0.1314355136913372,0.1328431760126061,NA,0.26200878770005975,0.08136977860718929,0.06678834652158916,0.06642158529580106,0.055884582872502975,3.5490289781551808e-6,8,441,-248.14382325613593,1.0366436643359629,8.942521696893574e-188,-0.07180698558836088,0.004740991960971161,-0.051970003082814714,0.03176402480401309,0.0778752547323766,0.1500755655698018,-0.03350878993015515,0.05184515254155657,-0.012801768590341918,0.31928682644183887,0.02356124729615877,0.07134512024131127,-0.021100671152537206,0.04642000620885902,NA,NA,0.13314926480293032,0.009886325281750714,-0.10914187097102436,-0.3418644869898757,mammals,5.0449006962205875e-6
Chaetodipus_intermedius,Y,Y,N,Y,13.5829824561404,168.620844133889,117,288.513355122281,409,7194.55578721966,3111,65.6744618505579,69,627,0.13602239979914343,NA,0.14202291919788734,0.1250323833823921,NA,0.2646482839476626,0.061051636588034794,0.05043348062053277,0.04234768589449655,0.03463711975838135,1.8296220327595227e-6,8,619,-227.23922909946438,1.0182680319124164,2.4441051879851918e-241,-0.07167866596666657,0.001346268682590618,-0.03056680361486228,0.2020143343778254,-0.03365502704855354,0.3202877486346487,-0.0021624915316297588,0.8961402000863421,-0.025748320188295894,0.005108110622903721,0.0314178572868659,4.905155557419944e-4,-0.0013217397801159917,0.8797412425966695,NA,NA,0.13314926480293032,0.009886325281750704,-0.10914187097102432,-0.34186448698987576,mammals,2.6444957112154446e-6
Chaetodipus_penicillatus,N,N,N,Y,16.616,197.466180318769,100,261.030172072001,491,6671.17441122829,4215,70.6108952501784,75,560,NA,NA,NA,0.13270617769097437,NA,NA,0.13023947566267696,0.11920990379608054,0.12250526576539436,0.11458563820010015,4.731993998618409e-14,8,552,-148.78676422415253,1.0609258947164162,9.734689296394413e-253,-0.1426033765569013,1.6877807998263288e-11,-0.05789901033975333,0.03214361157324982,0.06595473507475444,0.1554797389509808,-0.04288182123608565,0.017618926371243234,0.0017026019110124295,NA,0.0037930029426933346,NA,0.020788254875299707,0.02719144872535629,NA,NA,0.13314926480293032,0.009886325281750727,-0.10914187097102442,-0.34186448698987576,mammals,9.806059852558631e-14
Chamaea_fasciata,Y,Y,Y,Y,14.6624058919804,126.072863394316,104,856.889439552908,1756,5280.73717509358,4199,77.9524437180366,36,611,0.11659870461526733,0.11338929149262622,0.11376252782607366,0.11172721395320206,0.22756066928147656,0.22676389718059187,0.23860073417815086,0.22848247150942191,0.23058443802258735,0.22422563172525334,1.5079016803152208e-31,9,602,-1294.2756863582547,1.0166215801763325,0,0.02233911345036189,0.03349157572894519,-0.026587184922771775,0.034433173324562506,0.028625305184431536,0.011882389322202222,-0.08519481355898219,5.31515337856563e-31,-0.008205642809252305,0.053606883252876734,0.006222044989802902,0.18009223580193323,-0.0025742105696487977,0.5184108106783187,0.00469924140099519,0.2140833521033994,0.2779054854055094,0.38368826187223853,0.021982595820683692,-0.13155614851794414,birds,6.483977225355449e-31
Chondestes_grammacus,Y,Y,Y,Y,28.3354294478528,122.513069158231,204,585.70084865289,1177,7988.6069721432,10059,52.3904814167642,94,326,0.13629545056988146,0.11531919445757899,0.11125270538315879,0.11389475674984284,0.26422542258776516,0.2251867350532375,0.09379119359746192,0.0709215707229498,0.08758676678083151,0.07333031001178203,1.1386314757164317e-4,9,317,-520.628092485804,1.0165318150001574,4.435686660463185e-225,-0.028083309903371063,0.22813690832279354,-0.021136668934894846,0.13189156780549127,0.05770016600107603,0.06672127344912347,-0.03343728448745222,0.007962039130844227,-0.022003008715393062,0.002560672741711755,-0.0014107871349438668,0.8223331979727638,0.006721802895247886,0.31908125236505885,0.009913994303488757,0.22037903750817198,-0.3585242912958236,-0.07489634236464908,-0.27059456156225786,-0.1660056377042466,birds,1.4191638682842483e-4
Cistothorus_palustris,Y,Y,N,Y,11.1489010989011,109.337664448406,201,727.42444692161,1391,8463.08954720267,9368,41.7058469170175,75,364,0.18645687531977695,NA,0.12839202861016974,0.12724426817326118,NA,0.25738589842806014,0.2848674950839732,0.27080590088618606,0.277754923382556,0.267667701642089,7.043234464064466e-23,8,356,-450.41353109264645,1.0578884553749026,4.756177504587498e-223,-0.047813716432600795,0.015524797965490137,-0.052554584109602,0.01510548511339784,-0.002603239372944118,0.9128744343998327,-0.13484487516831836,7.196460200106524e-18,-0.049155698382833714,3.615272994357227e-7,0.010372070666790419,0.23996272562660045,-0.008700648252334563,0.33932321918651975,NA,NA,0.14902928995270806,0.5225451526381572,0.36778103738488394,0.02038510103634938,birds,2.2434006070723856e-22
Coccothraustes_vespertinus,Y,Y,Y,Y,54.5238461516725,66.5072160094174,160,777.349587992937,1319,9143.0308534432,8571,35.2827153227389,71,351,0.1178122627902648,0.14416169710001714,0.1223112606691178,0.11368043228800417,0.27013988959093815,0.2354384541628909,0.2252821472537271,0.20716009221872655,0.16398221297477006,0.15186601316281023,1.1587649545385393e-15,9,342,-520.2941108716723,0.9899666214984844,1.4739104382401028e-213,0.05242045733434506,0.023171038429624216,-0.03600559502637716,0.030558850400408576,0.040618662706730535,0.02226457733394663,-0.00199177327648702,0.8733833300317504,-0.0127591667866247,0.10793102836802924,0.013316021573809834,0.03743947743238284,-0.008673562711461037,0.32010146945667767,0.032744111673470154,3.216734552095245e-4,0.3881304492654673,0.22840763719985144,-0.46124589583129233,-0.20176029109509383,birds,2.588410028319854e-15
Contopus_sordidulus,Y,Y,Y,Y,13.4738424871076,101.185839725158,262,613.181300866005,2341,7297.9759247322,11220,55.5457302131091,92,419,0.12500359331803768,0.15310210222388565,0.13033505006587565,0.12647084242844508,0.28158015424106675,0.25592279824952346,0.052284953532009,0.03614382135372196,0.020635373947219073,0.01117291379211971,0.0023419637474788152,8,411,-627.2512477252033,1.0001842060877155,8.853283574563108e-252,-0.052361175136729915,0.11976937667299607,-0.004221788358794345,0.7594303355521096,NA,NA,-0.0077074069843308035,0.4956676270263367,3.291950165790383e-4,0.9672494163433755,0.010181520227341227,0.11308534150926301,0.005693606436969608,0.4059547782625428,0.028146589929840465,2.515825097783424e-4,0.059718636812363494,0.11376948699750704,0.31676296950579463,-0.014216202517436527,birds,0.002667667315008982
Corvus_brachyrhynchos,Y,Y,N,Y,378.665053409015,85.848667986803,193,766.839865648521,1318,9028.3700504944,7850,37.4397855395212,63,469,0.12961617279384807,NA,0.12500012405711924,0.1971881964802732,NA,0.3437111191278178,0.3452983086958707,0.33535706826392087,0.2518138234712398,0.24373405914587531,7.010075162692244e-39,8,461,-160.21880369400935,1.0184025014886102,1.672437256701034e-211,0.026746129411595373,0.36973125375023175,-0.07049577829810984,0.003786945610319458,0.09559996430947457,4.2741148850787103e-4,-0.10880218433346849,1.7700902533792473e-8,-0.023438739916123264,0.11858888656144882,-9.856305672404144e-5,0.9935530082289292,-0.10954667889174591,3.0364536160494943e-10,NA,NA,-0.3950122510846205,0.04602872198716764,-0.1881019409908741,0.2025978881161734,birds,4.019109759943553e-38
Corynorhinus_townsendii,Y,Y,N,Y,8.65803571428571,134.450405661228,176,507.254985125755,1512,6593.28383665374,7415,60.7192553862796,91,112,0.1250773370513668,NA,0.12501851368325856,0.1280665298853061,NA,0.2526871801958568,0.04456350365724219,-0.01974472205813571,0.04112795436204356,-0.004101859111445005,0.6778019861452012,8,104,68.87900350187468,0.8481281389943578,1.6304447765806582e-15,0.08727993964881534,0.39285673831321155,0.16157727420507242,0.09363851558105195,-0.007097212774051428,0.9536008151781441,-0.007182880405367815,0.9070718939938514,0.003211302434138671,0.9238008064994505,0.0015434143764594683,0.9626750730491337,0.02084138840767794,0.5466413675589821,NA,NA,-0.5619082581653709,-0.3116306811605222,0.559786620945812,0.18637789153759113,mammals,0.6778019861452012
Cratogeomys_castanops,Y,Y,Y,Y,272.317731629393,160.839630301872,123,367.040337218189,307,7068.95058750478,5993,66.6907957585021,48,626,0.11122043554647143,0.1253275018059803,0.11686662629508404,0.11720162477813345,0.2392749920760574,0.23342728698950366,0.15405276410904944,0.14308424241192208,0.12901224588437113,0.121988151093116,7.408827629726146e-19,9,617,148.08804066668722,1.0721336883277421,9.702465873113267e-202,-0.04416568829427936,0.14269295629434178,0.02093085063110648,0.49494483287518853,0.07117804954399014,0.01643748269858703,-0.19953016012401992,8.258228272013486e-18,-0.0035180727401079312,0.7830328540805621,0.023848448603953045,0.04537109436146178,0.02455434173449555,0.039512567624755184,0.04179353076457021,0.0016175473881925595,0.13314926480293035,0.009886325281750777,-0.40868239361943115,0.4317120274431905,mammals,1.873997576930731e-18
Cyanocitta_stelleri,Y,Y,Y,Y,113.739864797196,71.8727010025119,189,734.340822904395,2250,6888.68044990775,7582,46.0937737568631,85,1997,0.12585630825782523,0.11187590317901996,0.23242289559473095,0.1610959067603297,0.24095298405746401,0.4063681758352763,0.41630999258208434,0.4139611394335213,0.20965662501774815,0.2076718350253267,4.5906994078674354e-226,9,1988,-3888.4855519100124,1.0092928218560822,0,0.022420789161854568,1.0199916180183084e-4,-0.0062688508265630145,0.31204349325443964,0.04251660198217869,7.690187863913491e-6,-0.06676477785306635,8.288564225943298e-54,-0.018623289697163103,8.12121529875098e-9,0.04258312870463616,2.1911223199265516e-65,-0.030489251061172687,7.757830444090661e-27,0.003302032197867926,0.19088635091554898,-0.002354592209785219,-0.08917383160648278,-0.26016388559531467,0.10750114034633246,birds,3.9480014907659945e-224
Dendroica_pinus,Y,Y,N,Y,12.3321167911056,122.050288143392,184,1126.60196222363,816,8395.64682713588,6781,21.2300874290598,42,137,0.1606215728246949,NA,0.1252433436958431,0.1471489822610057,NA,0.26982238180785345,0.13569003592769477,0.08878949524160062,0.11222631740042428,0.07834182569815051,0.007673138889528687,8,129,-224.93620005901752,1.018975365612876,8.115188543767329e-100,-0.01094614827201901,0.6604058437022394,-0.02783403259730676,0.20585853163545184,-0.08494872333626938,0.17267042814009234,-0.03717635072477367,0.04940759227396124,0.027607132217226757,0.020831196986035545,0.002241530892684539,0.8500492730178816,-0.017055646895221675,0.0695052747918565,NA,NA,0.21421348414201827,-0.22745867883372844,0.19095011802376527,-0.08376472651949939,birds,0.008353037272145153
Dipodomys_deserti,Y,Y,Y,Y,95.4697969543147,179.736265884653,142,161.215786901271,237,7415.08704789834,3644,50.3997556207234,78,197,0.1117043900688216,0.11152450896260879,0.1111116270529161,0.11165898146190734,0.22287490036206015,0.22271050286692218,0.09838212973707254,0.06001541185354364,0.09643381434877052,0.07278024927936666,0.011214366519250518,9,188,-39.14421362628867,0.9587641267487869,1.6747978529220133e-79,0.15809276811677303,0.01829591609495919,0.03986269789064932,0.4066384726323905,0.15320877683619946,0.008831153434485392,-0.05959054686059357,0.05341411810592619,-0.007499634849319413,0.7234754433636108,-2.0755466586420995e-4,0.9916764177423452,0.008846390793575468,0.7338538052051267,-0.006148118430395224,0.767739340072626,0.13314926480293035,0.00988632528175077,-0.11096734502941691,-0.1554714133769833,mammals,0.011833564670620177
Dipodomys_ordii,Y,Y,Y,Y,49.4653153153153,124.922909809085,156,380.858866479143,532,7701.51578191394,7147,55.363349093303,88,666,0.11410216613952384,0.13903246476748432,0.1582916722389529,0.1121328984043306,0.25905475380411125,0.26447485370954027,0.11867090333435291,0.10793934660174231,0.04666226298148527,0.03944000739801168,1.0231475579633322e-14,9,657,-256.5208345741768,0.9968312655655632,8.954875321700494e-233,4.916203329212095e-4,0.9828351768056296,-0.009860495348141885,0.6568484538181143,-0.005179447881573439,0.8694139942620568,-0.03290571021650546,0.03297930276673612,-0.01693267762346712,0.13686940737119163,0.04923930164760869,2.181113941783119e-9,-0.009819944629763296,0.38487006589348993,0.0492549048373237,4.7080356482514834e-6,0.13314926480293035,0.009886325281750754,-0.11096734502941691,-0.15547141337698325,mammals,2.172609629255471e-14
Dipodomys_spectabilis,Y,Y,N,Y,115.074285714286,157.972997960571,116,340.493324269205,275,6614.28464989803,5335,75.9018898708362,60,140,0.14005106084884,NA,0.1377013252508087,0.13299269343106668,NA,0.2731389060086098,0.19702838200345904,0.15444655377636984,0.17146657253257913,0.140551146134541,1.1719997500409501e-4,8,132,-96.21092866775987,0.9968726246812891,3.18725352249222e-61,0.05859861732663733,0.1252196772609097,-0.007791874259082716,0.8763020535244151,0.003211099957553115,0.951537764130389,-0.10123398306286094,7.879770353435088e-4,-0.023063016273309977,0.13091095646708648,-0.020885522997903784,0.16554389939694963,0.016435766793681632,0.27198276322302445,NA,NA,0.13314926480293035,0.009886325281750763,-0.11096734502941691,-0.1554714133769833,mammals,1.450244295014701e-4
Dumetella_carolinensis,Y,Y,Y,Y,36.2447277227723,105.954656151445,238,887.800684328234,1584,8575.58452833711,11261,37.0622409923165,60,404,0.11513041763228182,0.11293418370198205,0.11135256151563622,0.11152669601780296,0.22575364262455277,0.22267170073160714,0.05777472809888009,0.038691684617338296,0.05532204809043785,0.043454234624237253,0.0025885153765592035,9,395,-599.616331982762,0.9775838792323922,7.996020560163884e-259,0.06193535070349142,2.635155981181735e-4,-0.009139142294512709,0.5078033065976195,0.04518508579222597,0.30144155676478557,0.01501928915580711,0.20230091998782798,-0.014299735034385476,0.18118639450509555,-0.002360812672091245,0.7433854708631363,-0.0027778136579287545,0.6675468470095132,-0.00894985411661696,0.3681397396144871,0.2779054854055095,0.3836882618722386,0.2190666078655498,-0.0314518813817428,birds,0.002891069121871318
Empidonax_difficilis,Y,Y,Y,Y,10.6576572668113,124.373007093782,240,1003.08849467713,2698,5222.78193977897,7535,67.8274353796036,95,461,0.1112022497518359,0.11429479651986552,0.1154090173807033,0.1290176038434736,0.2250129009687406,0.23789392590321945,0.04607683759094091,0.029193241796090286,0.02549952733038563,0.01479073092742289,0.0060151745225401915,9,452,-772.8991717301548,1.0016846361426925,0,-0.006230712420748848,0.687592706478084,0.0018820869734772674,0.8708437476347051,-0.05004361947220583,0.09874742985733931,-0.0192547766798302,0.06400827473303922,-0.0014343475948383868,0.8296402026804801,-0.008691413541223408,0.1390568666355768,-0.021378282209940806,0.0024357184631775596,-0.00737450571661464,0.2030893287560244,0.40243855647196985,0.08144217499184511,0.31676296950579463,-0.01421620251743652,birds,0.006589872725330656
Empidonax_oberholseri,Y,Y,Y,Y,11.6354921259843,104.630609062522,235,530.845239766437,1416,6817.88813555464,7813,54.2230004287302,96,508,0.12636438477906364,0.11125622374468491,0.11630835254447802,0.11327004259840479,0.23557322666897074,0.22774522005735054,0.06549059336746682,0.05050847863187502,0.05103259600353264,0.04158072942986257,4.061343730195142e-5,9,499,-1031.807414553225,0.9651525859252075,0,-5.010353964675837e-4,0.9789650770424412,0.045598244896787786,3.2833510164480893e-6,0.053214906996461274,0.2613444845248161,-0.0049403361588278,0.5432209577372827,0.013773904274079972,0.0033094597869004513,-0.008091551885415365,0.08731264957447915,-0.005027162488458939,0.2708910545423317,0.0015343135184619455,0.7754256250621647,-0.027833873657843733,0.4689768519166354,0.36778103738488394,0.02038510103634939,birds,5.252264072132063e-5
Empidonax_occidentalis,Y,Y,N,Y,11.7205423728814,97.8941342496012,240,527.211424714689,1145,6881.57818137195,7981,53.2345379801202,98,295,0.14615092373627292,NA,0.152993162924683,0.14820748794574856,NA,0.3043787101436305,0.0518177430174319,0.03206394599696183,0.02637677917868739,0.012947493374255492,0.01716500189974631,7,288,-768.8131956081306,1.0022102751579272,1.3844383341540552e-190,0.014518658152393617,0.590026516199196,-7.297149425520118e-5,0.9961093304408839,NA,NA,-0.02372741858331338,0.006113616684477413,0.005891809932037056,0.2927525713016649,-0.007632935659920536,0.06440855947792895,-0.0066354534438859076,0.17968545521288137,NA,NA,0.10315128324317863,0.07911973226359972,0.31676296950579463,-0.014216202517436534,birds,0.018002319065587597
