"sp","decimallongitude","decimallatitude"
"Neurotrichus_gibbsii","-122.042756942044","43.6325486373042"
"Neurotrichus_gibbsii","-124.103770222877","46.8900044483272"
"Neurotrichus_gibbsii","-123.89374101076","45.7200130870631"
"Neurotrichus_gibbsii","-122.3325","45.289722"
"Neurotrichus_gibbsii","-123.923034329875","45.0330979175731"
"Neurotrichus_gibbsii","-122.807622","38.055574"
"Neurotrichus_gibbsii","-122.5","49.27"
"Neurotrichus_gibbsii","-122.689175","38.569659"
"Neurotrichus_gibbsii","-121.744949","47.220413"
"Neurotrichus_gibbsii","-123.566667","44.3"
"Neurotrichus_gibbsii","-122.2697","46.915"
"Neurotrichus_gibbsii","-123.883333","44.433333"
"Neurotrichus_gibbsii","-123.8","44.516667"
"Neurotrichus_gibbsii","-123.65","45.333333"
"Neurotrichus_gibbsii","-123.883333","45.266667"
"Neurotrichus_gibbsii","-123.733333","45.166667"
"Neurotrichus_gibbsii","-123.583333","44.25"
"Neurotrichus_gibbsii","-123.733333","44.333333"
"Neurotrichus_gibbsii","-123.816667","44.233333"
"Neurotrichus_gibbsii","-123.365762","41.294368"
"Neurotrichus_gibbsii","-122.65","48.404167"
"Neurotrichus_gibbsii","-122.086169","47.862225"
"Neurotrichus_gibbsii","-122.096514","47.54208"
"Neurotrichus_gibbsii","-123.260963901497","47.5917102121712"
"Neurotrichus_gibbsii","-122.318866663806","43.8037443287529"
"Neurotrichus_gibbsii","-122.4087","47.0320999990593"
"Neurotrichus_gibbsii","-122.704","46.930299999059"
"Neurotrichus_gibbsii","-122.6196","47.0756999990594"
"Neurotrichus_gibbsii","-122.042312230581","47.1016637286321"
"Neurotrichus_gibbsii","-123.51921106242","44.6404251150883"
"Neurotrichus_gibbsii","-122.938602338788","44.935528103995"
"Neurotrichus_gibbsii","-122.984503133584","44.9175278179678"
"Neurotrichus_gibbsii","-122.112571041495","44.3389409919705"
"Neurotrichus_gibbsii","-122.202471160221","44.2211412666225"
"Neurotrichus_gibbsii","-124.383704211406","43.1157328302367"
"Neurotrichus_gibbsii","-124.109679394475","42.0358494653075"
"Neurotrichus_gibbsii","-122.385585305156","44.7539347980056"
"Neurotrichus_gibbsii","-123.270598020297","44.2609309567791"
"Neurotrichus_gibbsii","-122.089760059572","43.746447013681"
"Neurotrichus_gibbsii","-122.24236665485","43.9103439413109"
"Neurotrichus_gibbsii","-121.60425874628","44.3560454870352"
"Neurotrichus_gibbsii","-122.443995716534","47.252779308619"
"Neurotrichus_gibbsii","-121.90272","46.84795"
"Neurotrichus_gibbsii","-122.567795345664","45.0522306585428"
"Neurotrichus_gibbsii","-121.584235623265","46.8669490191841"
"Neurotrichus_gibbsii","-123.265122520016","47.0530420498414"
"Neurotrichus_gibbsii","-122.899444","47.038056"
"Neurotrichus_gibbsii","-124.378492539806","47.6019189963272"
"Neurotrichus_gibbsii","-120.475609850317","47.5214071996655"
"Neurotrichus_gibbsii","-124.188198093578","47.1594224711654"
"Neurotrichus_gibbsii","-124.666812278392","48.1546946366348"
"Neurotrichus_gibbsii","-121.595894253249","46.2780616949093"
"Neurotrichus_gibbsii","-120.69452","47.25493"
"Neurotrichus_gibbsii","-123.60092","48.00063"
"Neurotrichus_gibbsii","-122.75421019578","45.5900249365229"
"Neurotrichus_gibbsii","-123.501011708297","49.4164056653547"
"Neurotrichus_gibbsii","-123.04486898975","48.0789111576115"
"Neurotrichus_gibbsii","-123.567075306516","47.755506708123"
"Neurotrichus_gibbsii","-121.33900849694","47.3222296668145"
"Neurotrichus_gibbsii","-123.222659255759","47.4214111220256"
