"SpName","modelName","pval","adjRsquare","MinMass_used","MaxMass_used","Mean_used","es_bio1","pval_bio1","adjPval_bio1","sig_bio1_f","sig_bio1_nf","bio1_mean","bio1_breadth","es_bio12","pval_bio12","adjPval_bio12","sig_bio12_f","sig_bio12_nf","bio12_mean","bio12_breadth","es_bio4","pval_bio4","adjPval_bio4","sig_bio4_f","sig_bio4_nf","bio4_mean","bio4_breadth","es_bio15","pval_bio15","adjPval_bio15","sig_bio15_f","sig_bio15_nf","bio15_mean","bio15_breadth"
"Phalaenoptilus_nuttallii","m8",0.000330794115915532,0.0566710366445363,21,62,43.77553009,-0.308375597771083,1.31470566946835e-05,6.81256574179054e-05,"Neg","Neg",115.762801521741,202,-0.0487860852270735,0.384857807535847,0.548882776855963,"NS","NS",430.999946359458,989,0.0658893394652142,0.329584924647312,0.430586756394069,"NS","NS",7601.81914472218,6279,0.227277997467656,0.000451873336238761,0.00232581864240539,"Pos","Pos",51.9737780271834,81
"Phenacomys_intermedius","m8",0.225552726037939,0.0124836990925846,7.4,46,23.53693467,0.0657645425464424,0.434386618160477,0.558497080492042,"NS","NS",28.2243310404437,104,0.117773133261593,0.286663997049351,0.443535672922963,"NS","NS",831.356286239061,2002.675,-9999,-9999,-9999,"Exl","Exl",7457.27523679187,4471,0.0378807253569891,0.663472664665334,0.768925273618765,"NS","NS",33.5362480642489,53
"Picoides_pubescens","m8",1.91309052500374e-18,0.136720079978606,10.3,45,26.0638254,-0.398937214284828,6.23439700183693e-15,2.30534076036881e-13,"Neg","Neg",84.6824080634546,186,0.0760069977017248,0.0701218492232038,0.152525417136674,"NS","NS",780.148537413306,1296,-0.0524714980644624,0.343874777992957,0.442124714562373,"NS","NS",9026.72303163819,7783,0.106136005113419,0.023776435779683,0.0611893567859489,"NS","Pos",37.3858835686408,65
"Picoides_villosus","m8",4.6149740532221e-73,0.331458283081286,16.70000076,118,66.47109839,-0.38914994008117,4.42323073371455e-22,7.56372455465188e-20,"Neg","Neg",82.4254990849261,202,0.16104335435342,6.66030407690228e-07,5.29796915208136e-06,"Pos","Pos",811.601354192951,1722,0.283804673251337,2.41789883329138e-10,1.78045277724183e-09,"Pos","Pos",8759.78271569489,10539.975,-0.00134427355448052,0.969250952927633,0.974821360703079,"NS","NS",39.6291457475905,78
"Pinicola_enucleator","m8",9.76389306566803e-25,0.266238091132347,33.4,97,58.33549999,-0.171235993701827,0.00701893794340186,0.0176505645341429,"Neg","Neg",17.8822786330123,151,0.126394285713223,0.0471152318135211,0.108489020623239,"NS","Pos",704.592894481936,1381,0.336964716793269,1.03204372539269e-06,4.91738480922399e-06,"Pos","Pos",10655.7502341555,9321.4,-0.0241421761905211,0.638552197831223,0.745783986340637,"NS","NS",38.4064602896323,56
"Pipilo_erythrophthalmus","m8",8.67508002917246e-05,0.0727887128023716,12.69999981,60,41.16392971,-0.100997927444988,0.303560498309321,0.431628655957868,"NS","NS",123.118099132443,165,0.108638214266595,0.14580793870762,0.273568926989501,"NS","NS",1082.5578835438,808,-9999,-9999,-9999,"Exl","Exl",8602.21139461759,5937,-0.0925357547515705,0.219641075814841,0.355899891366641,"NS","NS",24.1520803574281,43
"Pipistrellus_hesperus","m8",0.000235476796714038,0.0984120589148005,2,7,3.685280193,0.116874607086532,0.118297559922566,0.190838516478856,"NS","NS",174.543468292288,156,-0.0613586117772791,0.524275601442499,0.660059210449189,"NS","NS",385.317598611748,878,-9999,-9999,-9999,"Exl","Exl",5818.1834039148,6215.1,0.0184369143618663,0.825992304022264,0.892275637061088,"NS","NS",74.6727627473723,85
"Poecile_atricapillus","m8",2.62629406849224e-31,0.327024941238334,4.1,17.6,12.16340967,0.241940739311508,1.63824209085905e-06,1.07745922129576e-05,"Pos","Pos",52.6581858193168,131,0.116051428282825,0.0346632391923167,0.0848494635020576,"NS","Pos",711.83932735929,1240,-9999,-9999,-9999,"Exl","Exl",9856.93669434528,7497,0.397329678568961,9.95958159939036e-11,1.93658531099257e-09,"Pos","Pos",38.0217432501943,57
"Poecile_gambeli","m8",0.00228918682545985,0.0170014488377269,6.7,20.3,11.29061384,-0.0357834866662894,0.361811416077706,0.491029778962601,"NS","NS",72.1442468970144,177,0.0435913578402762,0.249166157158483,0.396400704570314,"NS","NS",500.594326568266,1258,-9999,-9999,-9999,"Exl","Exl",7692.9515368165,4503,0.0982131657714425,0.0164724050385775,0.0458931109908822,"Pos","Pos",42.164028430057,72
"Polioptila_caerulea","m8",0.00284291553737783,0.0548239492529164,3.22,8.9,5.662621723,-0.0846964825908686,0.305421446613462,0.431628655957868,"NS","NS",147.375397819732,203,0.204277492030665,0.00771859907998398,0.0254859403584377,"Pos","Pos",871.506000297614,1503,0.0839402035028148,0.317921815023906,0.422158475687482,"NS","NS",7083.97090575692,9354,-0.00580768666704388,0.942770521292165,0.959214193175168,"NS","NS",43.1151673122987,98
"Pooecetes_gramineus","m8",8.93327653612245e-13,0.0950840381432805,8.3,41,24.75233385,-0.0597247010050949,0.268661360932824,0.38933129423316,"NS","NS",100.951356054015,201,0.251194107978666,4.18521559306252e-09,4.57757955491213e-08,"Pos","Pos",706.292299494615,1245,0.144433714191065,0.00202574542140734,0.00546951263779982,"Pos","Pos",8637.25169434801,8702.75,-0.00177521376088295,0.968510880300274,0.974821360703079,"NS","NS",41.487610414258,81
"Procyon_lotor","m8",0.0248775878070794,0.0849464429792667,960,7257,4248.418519,-0.180256632530329,0.130994378439595,0.209346156197857,"NS","NS",143.936390194492,207,-0.0601740716135253,0.582375149523348,0.698052405250588,"NS","NS",931.999845592277,2125,0.0196260892522607,0.896401257864655,0.919094960595406,"NS","NS",6963.94552907291,10059,0.0568672039290942,0.692305562273428,0.781635312244193,"NS","NS",48.1607610859598,98
"Psaltriparus_minimus","m8",4.46647350085114e-53,0.205485975790641,1.7,8.8,5.516291332,-0.208917141767318,4.30339126381616e-13,7.35879906112563e-12,"Neg","Neg",120.560684588067,169,-0.0756884711053782,0.0114131711345657,0.0356661597955178,"Neg","Neg",554.81613796179,1734,0.181129759458205,1.98124232692047e-08,1.33733857067132e-07,"Pos","Pos",6551.68860161956,7556,-0.225050376069727,5.42953926753725e-15,1.90033874363804e-13,"Neg","Neg",56.5357657564568,93
"Regulus_satrapa","m8",5.29656483656137e-08,0.0731240867088593,2,9.1,5.900037452,-0.094511063595803,0.0890955963415858,0.149366146807953,"NS","NS",78.4814110351524,207,-0.0194236757442377,0.691075095317991,0.778119537032253,"NS","NS",872.318499073402,1659,0.0693686252244613,0.273313134122614,0.381695928688478,"NS","NS",8776.97217436335,8904,-0.0867876577637585,0.124830570000798,0.232397337767443,"NS","NS",34.5225184586874,70
"Reithrodontomys_fulvescens","m10",0.0575005101110008,0.0202759558172331,5.2,18.5,11.61909385,-9999,-9999,-9999,"Exl","Exl",189.4060604158,122,-0.0217700687916078,0.806093746395619,0.86543807128364,"NS","NS",911.354842760385,1475,-9999,-9999,-9999,"Exl","Exl",5095.8747576854,7635,-0.0650417290869815,0.404075555271193,0.54105735994621,"NS","NS",64.1680858912076,99
"Reithrodontomys_megalotis","m8",1.68230863402486e-16,0.0770981354509929,3,19,10.0015407,-0.101597268635069,0.00992633826001743,0.0229378897630132,"Neg","Neg",123.722965449161,154,0.0758764595094517,0.0124698428929086,0.0376245259699828,"Pos","Pos",505.696236920039,1157,0.170643372186578,1.68654432464916e-05,6.50524239507533e-05,"Pos","Pos",7454.47464165844,8952,-0.0458733249156304,0.241590369181977,0.380885717178793,"NS","NS",58.6143928923988,85
"Salpinctes_obsoletus","m8",3.34698175147493e-05,0.075507877182784,8.9,27,16.31269697,0.0462673933862875,0.512134910806138,0.63096096469467,"NS","NS",110.07982044,213,0.197011019575971,0.00100225247220142,0.00486592425456791,"Pos","Pos",455.708244447644,1100,-0.219173171346226,0.000753724147352399,0.0022611724420572,"Neg","Neg",7425.4764294782,8100,-0.236254507906633,0.000255054008170836,0.00139482660718426,"Neg","Neg",53.7276826028347,87
"Sciurus_carolinensis","m8",0.000160694564954742,0.116791182009627,158.8,984.2,549.6471823,-0.322486103889509,0.000540510443305865,0.0021006201319387,"Neg","Neg",124.904050451189,161,-0.0460547376146981,0.577304858456021,0.696747242964163,"NS","NS",1101.22579470878,834,-0.328485666093497,0.000289419032322294,0.000937717664724233,"Neg","Neg",8469.55974671862,6938,-0.0966179169785306,0.257720921747237,0.388803114704883,"NS","NS",23.6331983182937,47
"Sciurus_griseus","m8",0.461314648096296,-0.00239144935718705,346.2,977,746.9230769,0.116646296332724,0.404218725734167,0.531703093081097,"NS","NS",120.257793511571,111,0.0840900680494394,0.445485910129344,0.592925727266733,"NS","NS",843.307777660361,1538.875,0.139746207027391,0.247530609931866,0.358035346508592,"NS","NS",5426.30529430413,4221.75,-0.119631302727993,0.334305221509819,0.471801723904987,"NS","NS",77.0066575081898,39
"Scolopax_minor","m8",8.35707172164515e-07,0.162569633699777,39.3,297.7,154.651269,-0.172380090643792,0.0858998086606422,0.14699743396244,"NS","NS",102.266299860383,181,0.0661610208276541,0.457767164825752,0.602325216875989,"NS","NS",1043.12632673282,937,-9999,-9999,-9999,"Exl","Exl",9147.612537719,6620,0.0458251117927104,0.543328120672468,0.684046195091237,"NS","NS",24.6157428953176,45
"Setophaga_ruticilla","m10",1.72786631544247e-07,0.0726936886007722,2.4,12.5,8.145681818,0.19317496879001,0.00239256092530904,0.00703863835583928,"Pos","Pos",96.7816524697132,264,-0.0640886446742488,0.233879646376179,0.382513440334872,"NS","NS",882.29589115718,1836,-9999,-9999,-9999,"Exl","Exl",8563.50407457684,12204,-0.122827849149531,0.0134706004396961,0.0419546045236623,"Neg","Neg",40.7739704463217,81
"Sialia_mexicana","m8",5.48325744470543e-07,0.0848736719214535,11.6,39.9,26.06636591,-0.109076786518269,0.0699959087948087,0.127332983020343,"NS","NS",106.77932784176,192,0.00810891770034286,0.87576240163189,0.917715091530424,"NS","NS",524.284492330734,1730,-0.0717706151194235,0.194726247629165,0.315456521159247,"NS","NS",6839.94750942519,6803,0.0529817194395314,0.320820129905454,0.460782576270364,"NS","NS",53.7696250581005,83
"Sialia_sialis","m8",0.260573017117381,0.00772476219368623,11.3,44,28.71375495,0.100469434822624,0.369248472778712,0.497177077520943,"NS","NS",113.513450636505,196,-0.0623380965722916,0.447235405709764,0.592925727266733,"NS","NS",936.683741824056,1137,-9999,-9999,-9999,"Exl","Exl",8700.50083496103,10909,-0.0278467549320629,0.771969105781488,0.844341209448503,"NS","NS",36.1063002100342,81
"Sigmodon_hispidus","m10",1.52428264857263e-15,0.0849323165921791,21,165,83.34337602,0.253221579978093,2.44216427930807e-09,2.7840672784112e-08,"Pos","Pos",169.967735758057,117,-0.103046424446024,0.0245737899262624,0.0632413711337635,"NS","Neg",890.258929584657,1303,-9999,-9999,-9999,"Exl","Exl",7386.63800073763,5937.22500000001,-0.0900054536322127,0.0343082008682386,0.0759991791385032,"NS","Neg",40.3012653200182,66
"Sitta_canadensis","m8",0.156722930320051,0.00870385499330062,5.3,13.8,10.33104762,-0.0684932154469198,0.228464006475706,0.342696009713559,"NS","NS",75.0022937026766,196,-0.0898070668151863,0.0808142904210433,0.16638236263156,"NS","NS",787.575697331164,1410,-0.0522168485747311,0.378819488658234,0.479443415333077,"NS","NS",9159.61010581008,8089.0499999999,-0.059354539883542,0.304925890805116,0.448420427654582,"NS","NS",36.8853089886402,64
"Sitta_carolinensis","m8",2.99365353214725e-110,0.432371699352301,5.2,30,18.1134338,0.146496829419401,8.47369917253171e-07,6.30001112392575e-06,"Pos","Pos",93.9576507735785,178,0.171437272876074,2.89361835972096e-10,4.60348375410153e-09,"Pos","Pos",796.567715582217,1217,0.474691076593043,1.00665556688486e-38,8.15391009176737e-37,"Pos","Pos",8743.80452542419,9254,-0.113746568045458,0.000851632522400823,0.00375786086845059,"Neg","Neg",38.8875371560535,80
"Sitta_pygmaea","m8",0.000175297955348846,0.0477640380367684,5.3,14.4,10.47878924,-0.181710514983492,0.00111170754931682,0.00391464793862506,"Neg","Neg",83.296574253929,169,-0.0776791903836703,0.136542082588915,0.26549849392289,"NS","NS",525.273176761434,1085.22500000001,-0.144400351866152,0.0124767454735756,0.026595167983148,"Neg","Neg",7028.32617428925,7317,0.132311120583972,0.0200536701003698,0.0531726101146169,"NS","Pos",50.5035905585967,88
"Sorex_bendirii","m8",3.63168598519924e-05,0.121991777233621,5.7,27.2,15.1795,0.275664916428661,0.00100617985632056,0.00369195970785602,"Pos","Pos",92.9230928047899,62,-0.130618004502855,0.0715578509949988,0.152714925903961,"NS","NS",1753.16382781047,2131.85,-9999,-9999,-9999,"Exl","Exl",4711.99298028285,3112.55,0.0714143663370956,0.327679028418778,0.466209999782814,"NS","NS",61.55321564984,40
"Sorex_hoyi","m8",0.00123930977141752,0.0363059206892646,2,6.8,3.668108696,-0.142345738458595,0.0301805862927747,0.0621792801935479,"NS","Neg",24.5604290601979,175,0.182798826478945,0.000962659039795538,0.00481329519897769,"Pos","Pos",710.071700576956,988,-9999,-9999,-9999,"Exl","Exl",10926.2748148501,6712,0.116792697965491,0.0140276267932991,0.0423247360142645,"Pos","Pos",36.5888032997733,56
"Sorex_monticolus","m8",1.12640390846668e-296,0.146754511768478,1.8,11.5,5.943854691,-0.0555979513907435,0.00239934377783622,0.00703863835583928,"Neg","Neg",32.0376081512103,156,0.254747055415994,6.50346488701912e-84,1.13810635522835e-81,"Pos","Pos",740.636426762708,2187,-0.0979288092538241,3.36606402075576e-06,1.51472880934009e-05,"Neg","Neg",7897.33032585398,7489,-0.134448828208298,4.95641977906163e-36,4.33686730667893e-34,"Neg","Neg",40.3688228241296,61
"Sorex_ornatus","m8",5.89593559384511e-06,0.128550090198661,1.8,7.5,4.5075,-0.197729448964152,0.0120888881667015,0.0271999983750784,"Neg","Neg",147.415001674294,98,-0.0385801091941076,0.652336894972165,0.749687659685086,"NS","NS",490.015515124456,739,0.200098345508667,0.00363640702789033,0.00841568483597476,"Pos","Pos",5172.32358522156,4574.1,-0.0403636604212012,0.60843286081934,0.729285963310853,"NS","NS",85.426944971537,26
"Sorex_trowbridgii","m10",4.46804300267707e-59,0.058845185612057,1.3,9.4,4.829657475,0.0814012326511021,9.99130344326422e-07,7.11880370332576e-06,"Pos","Pos",90.8921394657331,104,0.218862193566132,3.57277152428815e-39,2.08411672250142e-37,"Pos","Pos",1371.65066423673,2179.75,-9999,-9999,-9999,"Exl","Exl",5255.0657522421,4021.5,-0.0256001311623636,0.130052278091961,0.239297454283697,"NS","NS",67.2436813582082,46
"Sorex_vagrans","m10",1.91223358477897e-29,0.0679175752398796,1.2,9.35,4.767023692,-0.00318298901645207,0.888825520627245,0.90469740492416,"NS","NS",66.5982172572967,122,0.0027924603960537,0.900999529273744,0.919864310341219,"NS","NS",792.1758866685,2130.35,-9999,-9999,-9999,"Exl","Exl",6946.28306828541,5354,-0.0596467126137799,0.00641443088677714,0.0215870270228077,"Neg","Neg",42.7902817370165,69
"Sphyrapicus_nuchalis","m8",1.398274979508e-06,0.0825489678001537,22.4,63,45.81722798,-0.00120264841591408,0.988349237327723,0.988349237327723,"NS","NS",89.8474543375402,215,0.15087629506657,0.00706820724157303,0.0247387253455056,"Pos","Pos",419.327164573695,814,-9999,-9999,-9999,"Exl","Exl",7659.93318750721,5670.07499999998,-0.0115624307633272,0.839130624382847,0.897107698533398,"NS","NS",45.4202887147368,89
"Sphyrapicus_ruber","m8",2.99108543778698e-12,0.121566763014613,33,78.2,48.21997917,-0.171466730491551,0.00897409361363699,0.0210215069579716,"Neg","Neg",89.3757881261002,158,0.208729772058048,1.38988210107033e-05,8.38721957542441e-05,"Pos","Pos",1151.00897743639,2865,-0.0412183218831585,0.486235276723762,0.579192020803305,"NS","NS",5921.40409665546,5515.55,-0.144698136080725,0.00279076345767381,0.0106170348933243,"Neg","Neg",55.5515442470795,68
"Spinus_psaltria","m8",1.86499800946658e-05,0.0334477583604974,5.5,14.7,9.149685139,-0.0146333081350683,0.745512591119301,0.786929957292596,"NS","NS",151.999322536525,217,0.0466647199044595,0.247672153980057,0.396400704570314,"NS","NS",611.539874477522,1937,0.161124114860379,0.0010634063598445,0.00307628268383587,"Pos","Pos",5875.03020038432,8327,-0.10024813828165,0.0162577697876479,0.0458931109908822,"Neg","Neg",63.2657148091811,95
"Spinus_tristis","m8",3.0890522833097e-19,0.103261202305421,3.2,22.5,12.45400906,-0.18609223960166,0.000199787880810051,0.000833261649232164,"Neg","Neg",93.6197510135975,193,-0.0423047475773416,0.271826729399887,0.424729264687323,"NS","NS",773.583252889098,1319,0.16336772637076,0.00241178777487601,0.0061048378051549,"Pos","Pos",8861.14339989519,8196,-0.0310932987389914,0.587411540222883,0.713868191243087,"NS","NS",38.8106882808837,68
"Strix_varia","m8",2.23449273302261e-07,0.182390561308817,211.1,1190,711.2174603,0.160736292127967,0.0684955945467239,0.125943512553654,"NS","NS",104.298252815925,181,-0.0656357855617475,0.435529421257621,0.592925727266733,"NS","NS",1040.52481203482,1141,0.034371604824037,0.751134642657506,0.849140154879914,"NS","NS",8685.01850758334,7471,0.356672405536094,1.57705271438805e-05,0.000137992112508954,"Pos","Pos",28.0902043381194,54
"Sturnella_magna","m10",8.12784266713481e-08,0.102127167704515,29.6,139.9,101.830618,-0.210709476112594,0.000589619929324088,0.00224055573143153,"Neg","Neg",141.01155389697,220,0.0114606624216561,0.841813530079702,0.887454022674385,"NS","NS",1132.61063802703,1810,-9999,-9999,-9999,"Exl","Exl",7570.18299309245,10708,0.15409706937263,0.012823130268946,0.0415564406863991,"Pos","Pos",32.7407290780332,80
"Sturnella_neglecta","m8",5.48401921911267e-08,0.0938478123965353,29.5,163,102.3316748,-0.0362453885091316,0.509075372889014,0.63096096469467,"NS","NS",100.531340592365,206,0.0298471939409088,0.541573078111808,0.670830336545065,"NS","NS",553.661160542768,1119,0.195251320951877,0.00172402256925357,0.00481537338308756,"Pos","Pos",8633.08284508051,9158,0.0092431787475234,0.871011981234058,0.910425785466222,"NS","NS",49.876589186546,81
"Sylvilagus_audubonii","m8",1.76840485108408e-05,0.171516545899624,149.3,1160,650.3902685,0.0200999721894349,0.868806293237022,0.893740315133549,"NS","NS",143.754015038093,186,-0.103018949657984,0.201884627464155,0.35319642329173,"NS","NS",369.175142397808,601,-9999,-9999,-9999,"Exl","Exl",6954.0846376107,7175.85000000001,0.00308220996002359,0.978401624153102,0.978401624153102,"NS","NS",64.5464816277824,89
"Sylvilagus_floridanus","m8",0.000414566733641036,0.152037627246731,309.2,1616,1088.393387,-0.194398336706719,0.0871307820456218,0.14751845277031,"NS","NS",146.225208798797,197,-0.0476333374676008,0.655519038919864,0.749687659685086,"NS","NS",977.426109337237,1423,-9999,-9999,-9999,"Exl","Exl",7185.40141586557,10137,-0.0536408905712485,0.681906267739915,0.776800901606152,"NS","NS",44.3941482121915,99
"Synaptomys_borealis","m8",7.04298953167496e-08,0.0612556263972365,7.46,42,22.04684211,-0.232039956483181,0.00211778489380642,0.00683285314794147,"Neg","Neg",-20.4434809472574,143,0.130141423126677,0.0123336353758809,0.0376245259699828,"Pos","Pos",583.580536054799,1563,-0.228998179339665,0.00332473423976584,0.00792069039473627,"Neg","Neg",11494.0764293552,9798,-0.134392087123957,0.00241327226262107,0.00959824195360653,"Neg","Neg",44.4216664358535,56
"Tamias_amoenus","m8",3.41125089478423e-23,0.0807435111090997,17,88,45.75011931,-0.0598639114614116,0.0510658279760245,0.0981152425157325,"NS","NS",43.7435332620052,106,0.097712056618614,0.00490995068575947,0.0186791602175632,"Pos","Pos",643.836843098999,1611,-9999,-9999,-9999,"Exl","Exl",7536.03581093839,3665.89999999999,-0.141935137873013,1.05927716897297e-05,9.75650024054051e-05,"Neg","Neg",35.5298508402039,60
"Tamiasciurus_douglasii","m10",2.46208174747694e-42,0.354834824268264,66.3,325,194.0652778,-0.408862035790306,4.62134120223663e-21,3.95124672791232e-19,"Neg","Neg",80.4795918367347,99,-0.277863023622097,2.15819304575173e-11,4.72104728758191e-10,"Neg","Neg",1286.66975881262,2262.125,-9999,-9999,-9999,"Exl","Exl",5552.60815483218,3952,0.0566151968448719,0.15262016090284,0.26708528157997,"NS","NS",62.1396103896104,45
"Tamiasciurus_hudsonicus","m8",7.57885185071538e-54,0.163233568910305,52,390,205.4326521,-0.0612342091927917,0.14317857641558,0.222577605155129,"NS","NS",32.8991848521404,173,-0.353481013406857,1.27615286417869e-27,3.72211252052118e-26,"Neg","Neg",730.143240544612,1520,-0.224595646357494,3.9692933578696e-06,1.69217243151283e-05,"Neg","Neg",10054.3975197342,9400,0.209652902639573,6.67464520681638e-14,1.94677151865478e-12,"Pos","Pos",36.2621613250145,58
"Tamias_dorsalis","m8",5.14565214087548e-07,0.161945380168222,24.6,92.2,59.41985294,-0.127069002821154,0.185985380680261,0.283959822288613,"NS","NS",105.548163247604,163,0.0654109004638582,0.477167647632249,0.618550654338101,"NS","NS",406.073079758858,732,-9999,-9999,-9999,"Exl","Exl",7309.2985427419,5459.35,0.20528888017904,0.0317195675205934,0.0711656963603057,"NS","Pos",48.5104957279785,95
"Tamias_minimus","m8",5.671283414452e-49,0.132856051472494,10,70,37.7480066,0.0106732504980267,0.707109582793898,0.770163940495265,"NS","NS",39.5865311336435,143,0.338117420225875,1.66791282615125e-32,5.83769489152938e-31,"Pos","Pos",494.524891672776,691,-9999,-9999,-9999,"Exl","Exl",9850.74459815499,6214,-0.12889066285925,2.18097177731516e-06,2.54446707353435e-05,"Neg","Neg",41.0810077153661,54
"Tamias_speciosus","m8",0.000330962743744885,0.0421218322154837,22,94.2,54.47605096,0.1387599177781,0.00409906815117951,0.0113054944169628,"Pos","Pos",59.7115568290353,104,0.0277810893433218,0.54433090165371,0.670830336545065,"NS","NS",753.930595351799,910.5,-9999,-9999,-9999,"Exl","Exl",6155.21840178287,1503.5,0.118678085889467,0.0196745124965399,0.0529698413368382,"NS","Pos",66.4457179242279,36
"Tamias_striatus","m10",0.000630345088938111,0.0837811541402573,22.5,171,87.19742718,0.192048434340025,0.00841221725460031,0.0202604105709388,"Pos","Pos",83.8975319699194,138,0.178438728443479,0.0152504444773016,0.0444804630587963,"Pos","Pos",999.385499197109,758,-9999,-9999,-9999,"Exl","Exl",9602.92536024124,5008,0.241092632385333,0.000911793893195219,0.00389180320266252,"Pos","Pos",22.8892380745444,43
"Tamias_townsendii","m8",3.09203338121477e-05,0.0271561331743954,19,122.2,70.0523159,-0.132978787454598,0.00695122247228498,0.0176505645341429,"Neg","Neg",82.6557029177719,84,0.0436422486757977,0.219268533195632,0.368961474127265,"NS","NS",1647.59372236958,2061.275,-9999,-9999,-9999,"Exl","Exl",5157.32024756852,3809.1,0.14932260980627,3.4770200686964e-05,0.000243391404808748,"Pos","Pos",60.9590627763042,31
"Thomomys_bottae","m8",8.89521701090816e-25,0.0742722239343081,28.8,219,110.4246541,0.0109926195298645,0.743251790951539,0.786929957292596,"NS","NS",143.60554922149,186,-0.249859174588117,2.00012171771494e-14,5.00030429428735e-13,"Neg","Neg",380.702930399742,1163.55,-9999,-9999,-9999,"Exl","Exl",6770.22937536445,5634.55,-0.04382617136269,0.144542414295139,0.257555140129882,"NS","NS",61.0973724749563,92
"Thomomys_talpoides","m8",2.03937568028798e-12,0.115996338068115,24,158,80.59221135,-0.249814411346993,8.15597010756061e-07,6.30001112392575e-06,"Neg","Neg",60.2790174615107,119,-0.0797907916541753,0.144461910685043,0.273568926989501,"NS","NS",473.281486642586,1194,0.147912532807021,0.00272958424570543,0.00669988860309515,"Pos","Pos",8332.40414504605,6527,0.07050392154275,0.120427998797667,0.226611825694535,"NS","NS",41.0759578772377,58
"Thryomanes_bewickii","m8",6.2107053690529e-24,0.147408710172805,4.9,16.6,9.922048193,-0.0523783083802101,0.133743921308058,0.211761208737758,"NS","NS",144.254236696968,167,0.198307972244553,1.06325614801926e-07,9.79314873175634e-07,"Pos","Pos",619.020875024524,1582,0.0622202290213537,0.0801738919926312,0.144313005586736,"NS","NS",6745.4153249188,7648,-0.225785127345407,2.16746125039048e-09,3.4482338074394e-08,"Neg","Neg",55.4515815403396,88
"Thryothorus_ludovicianus","m10",3.54578124224176e-05,0.130219279218961,10,25.1,18.55055866,-0.209971589914802,0.0171930659676407,0.0376924907752123,"Neg","Neg",140.422090271788,146,0.22674739399792,0.0076229443692939,0.0254859403584377,"Pos","Pos",1115.75871315155,865,-9999,-9999,-9999,"Exl","Exl",8134.16007098786,5343,-0.100643824981025,0.286837207248285,0.425394163291948,"NS","NS",23.1268051040492,39
"Tympanuchus_phasianellus","m10",1.42631704460772e-06,0.161413857889191,369,1004,767.9399457,0.239734287654056,0.00124657432023684,0.00417969036785293,"Pos","Pos",22.1744167499954,147,0.165780260932584,0.0350603245888513,0.0848494635020576,"NS","Pos",508.734554533799,588,-9999,-9999,-9999,"Exl","Exl",11416.9211055831,7611,0.153685948003555,0.052440477319022,0.109250994414629,"NS","NS",46.8706789195689,52
"Tyto_alba","m8",3.57745341908291e-07,0.0871089551592389,234,674.5,417.2881704,-0.064093171378961,0.328760900936353,0.457057837887125,"NS","NS",158.293378021012,184,0.0704704154759593,0.189596398340498,0.342055357830795,"NS","NS",910.851977104154,2409,0.302486185020361,2.33567895497731e-05,8.59954524332555e-05,"Pos","Pos",6461.91578496884,9061,0.154818090310928,0.03162738649965,0.0711656963603057,"NS","Pos",48.7085105838627,96
"Vireo_cassinii","m8",0.0237612221266665,0.0233287074086276,11.1,19.8,14.52771574,-0.0720075037601067,0.289207274376518,0.415583562339366,"NS","NS",114.447628055879,233,-0.0400788144036174,0.44110435549653,0.592925727266733,"NS","NS",590.605389018238,1795,0.00885153799785,0.891330133851559,0.919094960595406,"NS","NS",6476.58764551804,7344,-0.0915409023445562,0.180182469566974,0.300304115944957,"NS","NS",57.7507033372138,94
"Vireo_gilvus","m8",2.5518784399857e-22,0.153633869328272,6.5,20.2,11.75778443,0.29095410475765,4.06231775764424e-08,3.85920186976203e-07,"Pos","Pos",96.0789674556512,229,0.144467578017834,0.000319831043298244,0.00180549782507073,"Pos","Pos",714.925244345534,1366,0.44774631603836,3.46537479633635e-17,9.35651195010815e-16,"Pos","Pos",8575.20010889958,11214,-0.112475211119589,0.0155008804272296,0.0458931109908822,"Neg","Neg",43.2758738257674,93
"Zapus_hudsonius","m8",6.69798692453971e-15,0.105344836546034,5.5,33,17.26446809,-0.0340494007893327,0.5128863982021,0.63096096469467,"NS","NS",59.8879802680092,141,0.0881965045193183,0.0666996195379533,0.147752321761289,"NS","NS",766.884366974343,1014,-0.286583774774281,7.95208858489272e-07,4.02574484610194e-06,"Neg","Neg",10059.4132784092,6416,-0.0388841455894547,0.343150810993208,0.476598348601678,"NS","NS",36.3917181580085,58
"Zapus_princeps","m8",3.07317352955757e-13,0.0731977940303669,7.2,43.7,23.76264327,-0.114767436172003,0.00242853604090361,0.00703863835583928,"Neg","Neg",39.2788575231703,114,-0.17090959148613,1.29080692036288e-05,8.1560546634825e-05,"Neg","Neg",583.386541770216,1210,-9999,-9999,-9999,"Exl","Exl",8257.30634323867,7026,-0.152816260272748,0.000238626845431352,0.00134708703066086,"Neg","Neg",38.2795089105546,62
"Zapus_trinotatus","m8",4.26707818323829e-05,0.0470632452702501,7.2,38,24.09222222,-0.0676256976513347,0.2588679029783,0.378345396660592,"NS","NS",80.9577089270939,96,0.0976706751027827,0.0360236633130135,0.0851910956726671,"NS","Pos",1759.3263767583,2051.2,-9999,-9999,-9999,"Exl","Exl",4978.54206123012,4146.3,0.100534110845072,0.0277386975566932,0.069346743891733,"NS","Pos",60.875976831847,38
